Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down/Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Header_Length.1,Fwd_Avg_Bytes/Bulk,Fwd_Avg_Packets/Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes/Bulk,Bwd_Avg_Packets/Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,ECEFlagCount
80,95958789,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,121.5417589,0.145895964,7381445.308,26200000,94600000,2,95900000,13700000,35700000,94600000,4,90423,18084.6,39967.3685,89578,2,0,0,0,0,172,132,0.083369122,0.062526842,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1220008,0,1220008,1220008,94600000,0,94600000,94600000,DDoS,
80,73025345,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,159.6295095,0.19171426,5617334.231,18300000,66400000,3,72200000,10300000,24800000,66400000,3,865270,173054,369512.4267,833614,47,0,0,0,0,172,132,0.109551006,0.082163254,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,6017,0,6017,6017,36100000,42800000,66400000,5786989,DDoS,
80,1282856,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,9068.048168,6.236085734,183265.1429,484459.5275,1281916,5,665,332.5,375.4737008,598,67,1282815,320703.75,640808.2341,1281916,5,0,0,0,0,72,112,2.33853215,3.897553584,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,842213,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,13805.29628,10.68613284,105276.625,293207.3653,830869,15,10997,5498.5,7624.732422,10890,107,842088,168417.6,370351.5574,830869,15,0,0,0,0,72,132,3.562044281,7.124088562,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,4779881,4,0,24,0,6,6,6,0,0,0,0,0,5.021045503,0.836840917,1593293.667,2758782.283,4778861,3,4779881,1593293.667,2758782.283,4778861,3,0,0,0,0,0,0,0,0,0,80,0,0.836840917,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
80,2719510,4,0,24,0,6,6,6,0,0,0,0,0,8.825119231,1.470853205,906503.3333,1568374.635,2717506,1,2719510,906503.3333,1568374.635,2717506,1,0,0,0,0,0,0,0,0,0,80,0,1.470853205,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
34805,11115534,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683281573,125.8599002,0.539785133,2223106.8,4950985.292,11100000,981,0,0,0,0,0,11100000,2774429,5536843.207,11100000,981,1,0,0,0,20,112,0.089964189,0.449820944,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,35847,0,35847,35847,11100000,0,11100000,11100000,BENIGN,
53,158,2,2,102,224,51,51,51,0,112,112,112,0,2063291.139,25316.4557,52.66666667,86.02519011,152,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,12658.22785,12658.22785,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
80,430146,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,27030.35713,16.27354433,71691,170418.7902,419463,30,10455,5227.5,6896.412437,10104,351,430094,143364.6667,239162.9279,419463,198,0,0,0,0,72,92,6.974376142,9.299168189,0,10135,1453.375,3544.652026,12600000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,1087795,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,10694.11056,8.273617731,135974.375,384213.832,1086855,15,629,314.5,376.8879144,581,48,1087749,217549.8,485956.432,1086855,48,0,0,0,0,72,132,2.757872577,5.515745154,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
53,131789,1,1,63,170,63,63,63,0,170,170,170,0,1767.977601,15.1757734,131789,0,131789,131789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7.587886698,7.587886698,63,170,98.66666667,61.7764788,3816.333333,0,0,0,0,0,0,0,0,1,148,63,170,32,0,0,0,0,0,0,1,63,1,170,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,
80,112632,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,103283.2588,79.90624334,14079,39349.43564,111462,16,865,432.5,586.1915216,847,18,112536,22507.2,49728.30041,111462,16,0,0,0,0,72,132,26.63541445,53.27082889,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,2017990,4,0,24,0,6,6,6,0,0,0,0,0,11.89302226,1.982170377,672663.3333,1164216.821,2016985,4,2017990,672663.3333,1164216.821,2016985,4,0,0,0,0,0,0,0,0,0,80,0,1.982170377,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
80,1614241,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,7206.482799,5.575375672,201780.125,563867.095,1597207,2,16924,8462,11484.82834,16583,341,1614215,322843,712428.6294,1597207,2,0,0,0,0,72,132,1.858458557,3.716917115,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
53,496,1,1,42,109,42,42,42,0,109,109,109,0,304435.4839,4032.258065,496,0,496,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2016.129032,2016.129032,42,109,64.33333333,38.68246804,1496.333333,0,0,0,0,0,0,0,0,1,96.5,42,109,20,0,0,0,0,0,0,1,42,1,109,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,
80,464062,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,25067.77112,19.39396029,58007.75,163558.0708,462793,15,828,414,445.4772721,729,99,463998,92799.6,206832.9468,462793,15,0,0,0,0,72,132,6.46465343,12.92930686,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,10790738,6,0,36,0,6,6,6,0,0,0,0,0,3.336194429,0.556032405,2158147.6,4825046.978,10800000,3,10800000,2158147.6,4825046.978,10800000,3,0,0,0,0,0,0,0,0,0,120,0,0.556032405,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1284,0,1284,1284,10800000,0,10800000,10800000,DDoS,
80,71725508,8,7,56,11607,20,0,7,5.656854249,4380,0,1658.142857,1964.053328,162.6060285,0.209130621,5123250.571,16800000,62700000,1,71700000,10200000,23400000,62700000,1,44479,7413.166667,17432.9333,42986,4,0,0,0,0,172,152,0.111536331,0.09759429,0,4380,729.3125,1502.917195,2258760.096,0,0,0,0,1,0,0,0,0,777.9333333,7,1658.142857,172,0,0,0,0,0,0,8,56,7,11607,256,229,6,20,5,0,5,5,35800000,38000000,62700000,8948762,DDoS,
80,250,2,0,0,0,0,0,0,0,0,0,0,0,0,8000,250,0,250,250,250,250,0,250,250,0,0,0,0,0,0,0,0,0,64,0,8000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,30016,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,
80,3628124,4,0,24,0,6,6,6,0,0,0,0,0,6.614988903,1.102498151,1209374.667,2094028.065,3627350,354,3628124,1209374.667,2094028.065,3627350,354,0,0,0,0,0,0,0,0,0,80,0,1.102498151,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
80,10101749,5,0,30,0,6,6,6,0,0,0,0,0,2.969782757,0.494963793,2525437.25,5049540.588,10100000,0,10100000,2525437.25,5049540.588,10100000,0,0,0,0,0,0,0,0,0,0,100,0,0.494963793,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2001,0,2001,2001,10100000,0,10100000,10100000,DDoS,
53,76909,2,2,72,286,36,36,36,0,143,143,143,0,4654.851838,52.00951774,25636.33333,44397.36968,76902,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,26.00475887,26.00475887,36,143,78.8,58.60631365,3434.7,0,0,0,0,0,0,0,0,1,98.5,36,143,64,0,0,0,0,0,0,2,72,2,286,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,855997,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,13582.99153,9.345827147,122285.2857,321975.1899,852454,44,3286,1643,964.4936495,2325,961,855953,213988.25,425646.584,852454,48,0,0,0,0,72,112,3.50468518,5.841141967,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,15989052,9,8,1905,649,637,0,211.6666667,310.1402908,209,0,81.125,105.3584867,159.7342982,1.063227513,999315.75,2660234.366,9972001,22,11300000,1407126.375,3462706.697,9972001,114,15700000,2249482.857,3922453.83,10300000,783,0,0,0,0,200,172,0.562885154,0.500342359,0,637,141.8888889,235.2332732,55334.69281,0,0,0,1,0,0,0,0,0,150.2352941,211.6666667,81.125,200,0,0,0,0,0,0,9,1905,8,649,29200,144,8,20,1014477,0,1014477,1014477,9972001,0,9972001,9972001,BENIGN,
53,108554,2,2,64,200,32,32,32,0,100,100,100,0,2431.969342,36.84802034,36184.66667,62628.65166,108502,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,40,18.42401017,18.42401017,32,100,59.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,74,32,100,64,0,0,0,0,0,0,2,64,2,200,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
23468,3118699,1,5,6,30,6,6,6,0,6,6,6,0,11.54327494,1.923879156,623739.8,1378321.987,3089306,0,0,0,0,0,0,3096961,774240.25,1543381.384,3089306,0,0,0,0,0,20,100,0.320646526,1.60323263,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN,
80,11114734,5,0,30,0,6,6,6,0,0,0,0,0,2.699119925,0.449853321,2778683.5,5556503.004,11100000,259,11100000,2778683.5,5556503.004,11100000,259,0,0,0,0,0,0,0,0,0,100,0,0.449853321,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1296,0,1296,1296,11100000,0,11100000,11100000,DDoS,
80,1773965,5,0,30,0,6,6,6,0,0,0,0,0,16.91126939,2.818544898,443491.25,885645.9594,1771960,0,1773965,443491.25,885645.9594,1771960,0,0,0,0,0,0,0,0,0,0,100,0,2.818544898,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,
64086,700032,6,2,11607,26,7300,0,1934.5,3139.53358,20,6,13,9.899494937,16617.81176,11.428049,100004.5714,264171.9118,699090,4,700032,140006.4,312537.35,699090,4,49,49,0,49,49,0,0,0,0,144,40,8.571036753,2.857012251,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN,
80,8119321,4,0,24,0,6,6,6,0,0,0,0,0,2.9559122,0.492652033,2706440.333,4686823.568,8118318,3,8119321,2706440.333,4686823.568,8118318,3,0,0,0,0,0,0,0,0,0,80,0,0.492652033,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003,0,1003,1003,8118318,0,8118318,8118318,DDoS,
53,213001,4,2,140,244,35,35,35,0,122,122,122,0,1802.808438,28.16888184,42600.2,73024.97371,168632,3,44366,14788.66667,25608.65987,44359,3,3,3,0,3,3,0,0,0,0,80,40,18.77925456,9.389627279,35,122,59.85714286,42.45165317,1802.142857,0,0,0,0,0,0,0,0,0,69.83333333,35,122,80,0,0,0,0,0,0,4,140,2,244,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN,
52011,5509795,1,6,6,36,6,6,6,0,6,6,6,0,7.622788144,1.270464691,918299.1667,2234694.917,5479820,4,0,0,0,0,0,5487856,1097571.2,2449752.692,5479820,4,0,0,0,0,20,120,0.181494956,1.088969735,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,29975,0,29975,29975,5479820,0,5479820,5479820,BENIGN,
80,655117,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17757.13346,10.68511426,109186.1667,266883.676,653960,16,862,431,343.6538957,674,188,655101,218367,377234.7997,653960,186,0,0,0,0,72,92,4.579334684,6.105779578,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,5049989,3,1,12,2,6,0,4,3.464101615,2,2,2,0,2.772283266,0.792080933,1683329.667,2887345.75,5017296,11,5049989,2524994.5,3524646.583,5017296,32693,0,0,0,0,0,0,0,0,0,72,24,0.5940607,0.198020233,0,6,2.8,3.033150178,9.2,0,0,0,1,0,0,0,0,0,3.5,4,2,72,0,0,0,0,0,0,3,12,1,2,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN,
80,42387,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,274447.3541,188.7371128,6055.285714,15620.72726,41477,3,696,348,391.7371568,625,71,42338,10584.5,20597.18522,41477,3,0,0,0,0,72,112,70.7764173,117.9606955,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,9148761,4,0,24,0,6,6,6,0,0,0,0,0,2.623306041,0.437217674,3049587,5281183.15,9147772,4,9148761,3049587,5281183.15,9147772,4,0,0,0,0,0,0,0,0,0,80,0,0.437217674,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,989,0,989,989,9147772,0,9147772,9147772,DDoS,
80,2118250,5,0,30,0,6,6,6,0,0,0,0,0,14.16263425,2.360439042,529562.5,1057836.347,2116317,505,2118250,529562.5,1057836.347,2116317,505,0,0,0,0,0,0,0,0,0,100,0,2.360439042,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,
80,1028076,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11315.31132,6.808835144,171346,418399.6797,1025399,37,2420,1210,1500.48059,2271,149,1028039,342679.6667,591253.3264,1025399,211,0,0,0,0,72,92,2.918072205,3.89076294,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
443,63446627,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46,0,4.397396886,0.141851512,7930828.375,20400000,58300000,4,63400000,10600000,23400000,58300000,4,58300000,58300000,0,58300000,58300000,1,0,0,0,140,40,0.110328954,0.031522558,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46,140,0,0,0,0,0,0,7,187,2,92,254,16384,6,20,85640,11046.42214,93451,77829,31600000,37600000,58300000,5016219,BENIGN,
443,152,2,0,12,0,6,6,6,0,0,0,0,0,78947.36842,13157.89474,152,0,152,152,152,152,0,152,152,0,0,0,0,0,0,0,0,0,40,0,13157.89474,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
80,91402739,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,127.6001149,0.153168276,7030979.923,24000000,86800000,2,90000000,12900000,32600000,86800000,3,1354904,270980.8,605346.9008,1353858,2,0,0,0,0,172,132,0.087524729,0.065643547,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3197909,0,3197909,3197909,86800000,0,86800000,86800000,DDoS,
59775,97559173,7,9,11613,62,5840,0,1659,2429.621575,20,0,6.888888889,5.30199124,119.6709611,0.16400303,6503944.867,24200000,94000000,3,97600000,16300000,39000000,95900000,3,95900000,12000000,33100000,94000000,3,0,0,0,0,152,192,0.071751326,0.092251705,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,1912298,0,1912298,1912298,94000000,0,94000000,94000000,BENIGN,
80,5990991,5,0,30,0,6,6,6,0,0,0,0,0,5.007518789,0.834586465,1497747.75,2994152.871,5988977,3,5990991,1497747.75,2994152.871,5988977,3,0,0,0,0,0,0,0,0,0,100,0,0.834586465,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2014,0,2014,2014,5988977,0,5988977,5988977,DDoS,
80,45686,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,254498.0957,153.2198048,7614.333333,18279.68134,44927,1,45035,22517.5,31843.13968,45034,1,45579,15193,25880.37272,45077,191,0,0,0,0,72,92,65.66563061,87.55417415,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,80184960,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,145.3763898,0.174596333,6168073.846,19900000,72300000,1,78500000,11200000,27000000,72300000,1,1667109,333421.8,736546.4101,1650939,13,0,0,0,0,172,132,0.099769333,0.074827,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1444,0,1444,1444,39300000,46700000,72300000,6215422,DDoS,
80,1206646,3,6,26,11607,20,0,8.666666667,10.26320288,7300,0,1934.5,2863.744245,9640.772853,7.458691281,150830.75,426123.3098,1205432,2,775,387.5,521.1376977,756,19,1206569,241313.8,538958.5348,1205432,2,0,0,0,0,72,132,2.486230427,4.972460854,0,7300,1163.3,2355.293426,5547407.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,5311989,5,0,30,0,6,6,6,0,0,0,0,0,5.647602056,0.941267009,1327997.25,2649335.351,5301994,1,5311989,1327997.25,2649335.351,5301994,1,0,0,0,0,0,0,0,0,0,100,0,0.941267009,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,9995,0,9995,9995,5301994,0,5301994,5301994,DDoS,
80,432417,3,3,664,0,664,0,221.3333333,383.3605787,0,0,0,0,1535.5548,13.87549518,86483.4,117630.0883,215370,63,215480,107740,152213.2199,215371,109,217109,108554.5,151303.1735,215542,1567,0,0,0,0,104,104,6.937747591,6.937747591,0,664,94.85714286,250.9684101,62985.14286,0,0,0,1,0,0,0,0,1,110.6666667,221.3333333,0,104,0,0,0,0,0,0,3,664,3,0,29200,5044,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,70975132,9,5,62,11607,20,0,6.888888889,5.30199124,10135,0,2321.4,4413.201989,164.4096978,0.197252187,5459625.538,17000000,61300000,3,70700000,8843337.375,21500000,61300000,3,229198,57299.5,113878.9449,228117,5,0,0,0,0,192,112,0.126804977,0.07044721,0,10135,778.3333333,2615.387752,6840253.095,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1987,0,1987,1987,35400000,36700000,61300000,9418796,DDoS,
443,60982714,14,14,740,4745,361,0,52.85714286,105.4994401,1511,0,338.9285714,619.7256793,89.94352072,0.459146505,2258619.037,4217172.75,10000000,50,61000000,4690978,5186318.266,10100000,4898,60900000,4684294.692,5206572.872,10100000,50,0,0,0,0,292,364,0.229573253,0.229573253,0,1511,189.137931,453.0602076,205263.5517,0,0,0,1,0,0,0,0,1,195.8928571,52.85714286,338.9285714,292,0,0,0,0,0,0,14,740,14,4745,8192,114,13,20,126809.6667,97971.95541,326794,86677,10000000,7860.381899,10000000,9992811,BENIGN,
64454,81036088,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,143.997573,0.172762535,6233545.231,22100000,79800000,1,81000000,20300000,40500000,81000000,191,81000000,10100000,28100000,79800000,1,0,0,0,0,112,192,0.061700905,0.11106163,0,8760,778.3333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,1243255,0,1243255,1243255,79800000,0,79800000,79800000,BENIGN,
80,5269741,4,0,24,0,6,6,6,0,0,0,0,0,4.554303523,0.759050587,1756580.333,3041746.801,5268887,313,5269741,1756580.333,3041746.801,5268887,313,0,0,0,0,0,0,0,0,0,80,0,0.759050587,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,854,0,854,854,5268887,0,5268887,5268887,DDoS,
80,258728,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,44939.08661,27.05544046,43121.33333,97282.46906,241230,81,17187,8593.5,11796.66243,16935,252,258647,86215.66667,134516.7267,241230,184,0,0,0,0,72,92,11.59518877,15.46025169,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,4105926,5,0,30,0,6,6,6,0,0,0,0,0,7.306512587,1.217752098,1026481.5,2052297.054,4104927,1,4105926,1026481.5,2052297.054,4104927,1,0,0,0,0,0,0,0,0,0,100,0,1.217752098,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,
443,5905379,9,6,618,4026,342,0,68.66666667,126.0287666,1448,0,671,722.5803762,786.4016856,2.540057124,421812.7857,1532451.204,5745941,1,5905379,738172.375,2023558.74,5745941,48,92660,18532,23747.88042,44795,48,0,0,0,0,296,200,1.524034275,1.01602285,0,1448,290.25,524.9532678,275575.9333,0,0,0,1,0,0,0,0,0,309.6,68.66666667,671,296,0,0,0,0,0,0,9,618,6,4026,29200,4945,3,32,159390,0,159390,159390,5745941,0,5745941,5745941,BENIGN,
53,162,2,2,98,130,49,49,49,0,65,65,65,0,1407407.407,24691.35802,54,54.24942396,111,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12345.67901,12345.67901,49,65,55.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,69.25,49,65,64,0,0,0,0,0,0,2,98,2,130,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
53,169,2,2,64,188,32,32,32,0,94,94,94,0,1491124.26,23668.63905,56.33333333,56.95904962,117,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,11834.31953,11834.31953,32,94,56.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,71,32,94,40,0,0,0,0,0,0,2,64,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
